group,treatment,replicate,Metazoa_521,Fungi_671,Metazoa_899,Rhizaria_2125,uk euk_3152,Viridiplantae_3199,Alveolata_3931,stramenopiles_3978,stramenopiles_4193,Metazoa_4377,uk euk_4450,Metazoa_6073,Metazoa_6194,Metazoa_6470,stramenopiles_7008,Metazoa_7159,Metazoa_7345,Metazoa_7687,uk euk_9207,stramenopiles_9469,Metazoa_9477,stramenopiles_9894,Metazoa_9929,Metazoa_10284,stramenopiles_10341,Metazoa_11210,Metazoa_12617,stramenopiles_13215,uk euk_13250,stramenopiles_13318,stramenopiles_14084,Metazoa_14637,uk euk_15151,stramenopiles_15201,uk euk_16268,Metazoa_16910,Metazoa_17313,stramenopiles_17335,Fungi_17464,uk euk_17856,Metazoa_18352,Metazoa_18371,Metazoa_19259,uk euk_20033,Metazoa_20072,Metazoa_25187,Rhizaria_25220,stramenopiles_26072,uk euk_26857,uk euk_27040,Alveolata_28716,Metazoa_29378,uk euk_29502,Metazoa_30078,uk euk_30613,Metazoa_30733,Metazoa_31212,Metazoa_31342,uk euk_32366,Metazoa_32705,Rhizaria_32868,uk euk_34350,uk euk_34490,Rhizaria_34940,Metazoa_35818,Rhizaria_37141,Metazoa_37179,stramenopiles_37359,Rhizaria_43,Rhizaria_848,Metazoa_1366,stramenopiles_1714,stramenopiles_2030,Metazoa_2762,Metazoa_4323,uk euk_5622,stramenopiles_9458,Metazoa_10939,Metazoa_13771,uk euk_16603,Metazoa_16722,Metazoa_17754,Metazoa_18951,Metazoa_20011,Viridiplantae_25050,Metazoa_25308,Rhizaria_25678,uk euk_26586,Metazoa_27581,Metazoa_27649,Rhizaria_27994,uk euk_29728,Metazoa_31520,Viridiplantae_32025,Viridiplantae_32715,uk euk_32804,Metazoa_33591,stramenopiles_36231,Alveolata_36492,uk euk_36767,Metazoa_289,Viridiplantae_482,stramenopiles_1955,Metazoa_2524,stramenopiles_4937,stramenopiles_5832,Metazoa_6295,Metazoa_6381,Fungi_6693,Alveolata_7849,Rhizaria_8123,Metazoa_8205,Metazoa_8307,stramenopiles_9400,Metazoa_9803,Metazoa_10467,uk euk_11916,Rhizaria_12127,Metazoa_12325,stramenopiles_13089,Metazoa_13357,stramenopiles_14707,Metazoa_15051,uk euk_15279,stramenopiles_15713,Alveolata_15989,Rhizaria_16329,Fungi_16395,Viridiplantae_17028,Viridiplantae_18170,uk euk_18965,Metazoa_19858,uk euk_26854,Metazoa_26928,stramenopiles_28703,Metazoa_29104,Rhizaria_29208,Metazoa_29283,uk euk_30397,Metazoa_31444,Metazoa_31764,Rhizaria_32175,Metazoa_32574,Metazoa_34576,uk euk_35816,uk euk_37325,stramenopiles_1862,Metazoa_2653,Metazoa_5305,stramenopiles_5555,uk euk_6422,Metazoa_6828,Fungi_7278,Metazoa_9008,Metazoa_9112,uk euk_9486,Metazoa_11583,Rhizaria_13740,Metazoa_15581,Metazoa_16101,Metazoa_17225,stramenopiles_18258,stramenopiles_18621,uk euk_26016,Metazoa_26594,Metazoa_27029,Metazoa_27245,uk euk_27749,Rhizaria_28272,Metazoa_29322,stramenopiles_30354,Alveolata_35723,Viridiplantae_36156,Alveolata_3871,Alveolata_5541,Metazoa_5608,Metazoa_7396,Alveolata_8878,Metazoa_9724,stramenopiles_9813,Metazoa_10451,stramenopiles_10792,Metazoa_11386,uk euk_11540,Metazoa_12306,Metazoa_12311,Metazoa_12401,uk euk_12847,Metazoa_13058,Metazoa_14157,Metazoa_19330,stramenopiles_19423,Metazoa_20435,Metazoa_25968,Metazoa_25993,Alveolata_27880,Metazoa_27941,Metazoa_28642,stramenopiles_28727,Alveolata_30020,stramenopiles_30845,stramenopiles_31904,stramenopiles_32902,Metazoa_33328,Metazoa_36226,stramenopiles_947,uk euk_3411,Rhizaria_5219,Alveolata_6890,Alveolata_7100,uk euk_7109,Metazoa_8433,uk euk_11428,Metazoa_14326,Metazoa_15040,Metazoa_15892,Metazoa_17080,Metazoa_17748,Metazoa_18363,stramenopiles_26815,Alveolata_27775,Rhizaria_28893,stramenopiles_29924,Metazoa_32757,Metazoa_34465,stramenopiles_34680,Metazoa_35761,Metazoa_80,Metazoa_276,Alveolata_978,Alveolata_4948,stramenopiles_5045,stramenopiles_5901,stramenopiles_6078,stramenopiles_6648,Alveolata_8314,Rhizaria_17022,stramenopiles_17400,Alveolata_17624,stramenopiles_19337,Metazoa_19341,stramenopiles_19456,stramenopiles_20630,stramenopiles_28104,Metazoa_28442,Metazoa_30322,uk euk_31173,Alveolata_33508,Metazoa_3481,uk euk_4378,Viridiplantae_7486,Alveolata_11207,Metazoa_19728,Metazoa_25074,uk euk_27191,Metazoa_27238,Rhizaria_29636,stramenopiles_34346,Metazoa_35682,Alveolata_2396,Alveolata_2397,uk euk_5340,Alveolata_6729,uk euk_7474,Metazoa_16917,Metazoa_18768,Alveolata_19632,Metazoa_26368,Metazoa_26918,Alveolata_26980,stramenopiles_30759,Metazoa_34896,uk euk_35540,Metazoa_36908,uk euk_37148,Metazoa_325,Metazoa_4328,Rhizaria_7517,Metazoa_11485,Metazoa_11835,Alveolata_12244,Rhizaria_13115,Metazoa_14282,stramenopiles_15720,Metazoa_26522,Metazoa_27852,Metazoa_28063,Metazoa_30701,stramenopiles_32627,Metazoa_33851,uk euk_35020,Metazoa_35992,Metazoa_100,uk euk_1531,Alveolata_7315,Metazoa_8405,Metazoa_11288,Metazoa_12116,Metazoa_15897,Metazoa_18403,Metazoa_19557,stramenopiles_20330,Alveolata_25431,Metazoa_26238,Metazoa_31522,Metazoa_33972,Metazoa_34367,stramenopiles_35904,Metazoa_2380,Metazoa_2838,stramenopiles_3073,stramenopiles_3563,stramenopiles_3837,Metazoa_7075,Metazoa_9130,Metazoa_11813,Alveolata_12543,Metazoa_13956,Rhizaria_14244,Metazoa_30351,Alveolata_30511,Rhizaria_30809,Metazoa_35925,Metazoa_1165,Metazoa_2129,Alveolata_2167,Metazoa_12490,uk euk_14529,stramenopiles_16749,Metazoa_16930,Metazoa_20383,stramenopiles_25114,Alveolata_25501,stramenopiles_26783,Metazoa_27902,Rhizaria_28561,uk euk_29604,stramenopiles_29692,Alveolata_32044,Rhizaria_36423,Rhizaria_37407,Alveolata_1124,Metazoa_2371,Metazoa_2552,Metazoa_3786,Metazoa_3822,Metazoa_6159,stramenopiles_7658,stramenopiles_14025,stramenopiles_14394,Metazoa_18039,uk euk_35886,uk euk_19,stramenopiles_321,Alveolata_822,uk euk_4435,Metazoa_9341,uk euk_9944,Metazoa_11441,uk euk_13315,Metazoa_19776,Alveolata_25541,Metazoa_26662,stramenopiles_27423,Metazoa_27910,Metazoa_30750,Metazoa_33580,Metazoa_35918,Metazoa_728,Alveolata_785,stramenopiles_4504,Metazoa_6192,Metazoa_10968,Alveolata_12037,uk euk_12253,Metazoa_15699,Metazoa_17709,Rhizaria_19161,Metazoa_19782,Alveolata_19811,Metazoa_20177,Metazoa_25111,Rhizaria_27579,Metazoa_29230,stramenopiles_32764,Metazoa_32958,uk euk_1920,uk euk_4591,Metazoa_5062,Metazoa_5065,Metazoa_6099,Metazoa_7238,uk euk_8559,Metazoa_8797,Metazoa_8885,Rhizaria_13501,Metazoa_14095,Alveolata_15676,Amoebozoa_17495,Metazoa_18012,Metazoa_18429,Metazoa_25319,Metazoa_25537,Metazoa_27193,Metazoa_29451,Metazoa_29473,Metazoa_31355,stramenopiles_32545,uk euk_33614,Rhizaria_34780,stramenopiles_35937,stramenopiles_37087,Rhizaria_1633,Rhizaria_2710,uk euk_8723,Metazoa_14208,uk euk_14989,Rhizaria_15146,Rhizaria_19430,Metazoa_31206,stramenopiles_31615,Metazoa_33824,Alveolata_34819,Rhizaria_37300,Metazoa_5919,Metazoa_8041,Metazoa_11432,Metazoa_12795,Alveolata_16227,stramenopiles_18946,stramenopiles_19492,Metazoa_28859,Amoebozoa_31964,Fungi_35789,Metazoa_36710,Metazoa_37021,Metazoa_7255,Metazoa_8191,uk euk_12315,uk euk_12399,stramenopiles_15095,Viridiplantae_15304,uk euk_25123,Metazoa_27863,Metazoa_28922,Rhizaria_30870,Rhizaria_34336,uk euk_35868,Metazoa_36652,Metazoa_37126,Metazoa_5776,Metazoa_7390,Metazoa_8535,Metazoa_9873,Rhizaria_10864,Rhizaria_10980,Metazoa_11289,Metazoa_11433,Metazoa_11601,Metazoa_27862,Metazoa_30806,Metazoa_33157,Rhizaria_33691,uk euk_34204,Metazoa_3603,stramenopiles_5705,stramenopiles_7720,Metazoa_12461,Metazoa_15282,Metazoa_15329,Alveolata_15419,stramenopiles_20685,Metazoa_26668,Metazoa_28905,stramenopiles_31380,Viridiplantae_34528,stramenopiles_37132,Metazoa_8801,Metazoa_9892,Fungi_18997,Fungi_20319,Metazoa_25077,Alveolata_27410,Metazoa_27472,Metazoa_30167,Metazoa_30666,Metazoa_32183,Alveolata_35643,Metazoa_875,Metazoa_3157,Alveolata_3453,uk euk_4514,Metazoa_5036,Metazoa_7024,uk euk_11306,Metazoa_11654,Metazoa_13606,uk euk_19343,Metazoa_19768,Rhizaria_26725,Metazoa_26907,stramenopiles_28428,Metazoa_29634,Metazoa_30009,uk euk_31664,Metazoa_32438,Metazoa_36625,stramenopiles_2658,Metazoa_4086,Amoebozoa_8624,Metazoa_14727,Metazoa_16028,Amoebozoa_18148,uk euk_19751,stramenopiles_28858,Rhizaria_34794,Metazoa_37505,uk euk_11438,Metazoa_12677,Alveolata_18502,uk euk_19194,stramenopiles_28207,Metazoa_36795,Metazoa_5397,Metazoa_25299,Metazoa_25379,Metazoa_29672,Metazoa_31148,Metazoa_31411,Metazoa_33909,Metazoa_34311,uk euk_36145,Metazoa_3_A292888,Metazoa_294,Metazoa_735,Alveolata_4159,Metazoa_4762,Apusozoa_5078,Metazoa_10534,Metazoa_29675,uk euk_30257,Metazoa_30540,Metazoa_37060,Rhizaria_2141,Metazoa_5535,Rhizaria_15971,Metazoa_16127,Rhizaria_3164,Metazoa_6383,uk euk_11526,Metazoa_11952,Viridiplantae_14777,stramenopiles_37315,Metazoa_2028,Amoebozoa_5381,Viridiplantae_25752,Rhizaria_28351,Metazoa_32665,Metazoa_2239,Metazoa_3122,Amoebozoa_19984,Metazoa_25991,Metazoa_30566,Metazoa_33548,Alveolata_6783,Metazoa_9292,Metazoa_10650,Metazoa_29008,Metazoa_1086,Metazoa_7745,Metazoa_14967,Metazoa_15718,stramenopiles_16611,uk euk_19971,Metazoa_28615,Metazoa_35967,Alveolata_37425,Alveolata_2226,Fungi_5809,uk euk_11291,Metazoa_17798,stramenopiles_18212,Metazoa_18457,Metazoa_19900,Metazoa_31128,Metazoa_37031,Metazoa_2893,uk euk_5932,Metazoa_8995,Metazoa_9969,Amoebozoa_30098,Alveolata_31926,uk euk_35316,Metazoa_9646,stramenopiles_19175,Alveolata_20387,Metazoa_26512,stramenopiles_29783,stramenopiles_32527,stramenopiles_3623,Metazoa_10923,uk euk_13167,Amoebozoa_20166,Metazoa_1159,Metazoa_5601,Alveolata_15241,Metazoa_36078,Metazoa_1374,Metazoa_19647,stramenopiles_26141,Rhizaria_27745,Amoebozoa_37059,Metazoa_12749,Metazoa_25446,Metazoa_26927,Fungi_32982,Metazoa_10950,Metazoa_17375,stramenopiles_29189,Rhizaria_35976,Metazoa_36709,Rhizaria_1735,Metazoa_7584,Metazoa_10880,Metazoa_1228,Metazoa_8593,Metazoa_10067,Metazoa_13840,stramenopiles_14041,Rhizaria_16000,Metazoa_8711,Rhizaria_9197,Metazoa_14656,Metazoa_15394,Metazoa_37213,Metazoa_8098,uk euk_26483,Metazoa_34952,Metazoa_1091,Rhizaria_6818,Metazoa_32628,Metazoa_3781,Rhizaria_4555,Rhizaria_28460,Metazoa_35015,Metazoa_6520,Metazoa_6839,Metazoa_28042,uk euk_28316,Rhizaria_28964,Rhizaria_33331,Metazoa_3954,Metazoa_17483,Alveolata_18149,Alveolata_18460,stramenopiles_25601,Metazoa_7240,Metazoa_26892,Metazoa_5268,Amoebozoa_5647,Metazoa_10745,Metazoa_12464,Metazoa_19780,Metazoa_18915,Metazoa_20531,uk euk_33670,Metazoa_10428,stramenopiles_29888,Amoebozoa_8054,Metazoa_8819,Metazoa_13828,Rhizaria_15832,Metazoa_30737,uk euk_32898,Alveolata_94,Metazoa_29240,Metazoa_34829,Metazoa_27658,Metazoa_1132,uk euk_6307,Metazoa_26835,stramenopiles_31325,stramenopiles_36801,Rhizaria_3330,uk euk_32713,Metazoa_6156,Metazoa_11852,Metazoa_14733,Rhizaria_10830,Metazoa_19386,uk euk_33502,Metazoa_35148,Metazoa_154,Metazoa_1499,Metazoa_33880,uk euk_2131,Metazoa_27991,stramenopiles_20579,stramenopiles_28935,stramenopiles_6347,stramenopiles_3804,Metazoa_26557,Rhizaria_27888,Amoebozoa_4927,Metazoa_20165,Rhizaria_18441,Metazoa_25332,Metazoa_26909,Alveolata_30083,Metazoa_36736,Viridiplantae_26331,Metazoa_27752,uk euk_28557,Metazoa_1449,stramenopiles_31960,Metazoa_3300,Apusozoa_19956,stramenopiles_8227,Metazoa_14953,Viridiplantae_20129,uk euk_20427,stramenopiles_30597,stramenopiles_31451,Alveolata_3695,stramenopiles_27557,uk euk_1192,stramenopiles_9052,Metazoa_18142,Rhizaria_28763,Amoebozoa_30,Amoebozoa_35498,uk euk_10123,uk euk_18918,Metazoa_507,Rhizaria_9401,Rhizaria_10330,Viridiplantae_29830,Metazoa_2062,Metazoa_5967,uk euk_1877,Metazoa_31842,Metazoa_13257,Metazoa_12408,Metazoa_6240,Metazoa_26440,stramenopiles_16307,Metazoa_19263,Metazoa_25666,Metazoa_7650,Metazoa_28462,stramenopiles_11652,stramenopiles_19453,Metazoa_36506,Metazoa_12016,uk euk_7102,Amoebozoa_15669,Metazoa_19236,stramenopiles_28405,Metazoa_4300,stramenopiles_31297,stramenopiles_9830,Metazoa_5324,stramenopiles_9169,stramenopiles_28984,uk euk_13391,Alveolata_29714,Metazoa_25065,Amoebozoa_18809,Metazoa_20156,Metazoa_6420,Metazoa_12895,uk euk_36810,stramenopiles_2742,Metazoa_7725,Alveolata_33958,uk euk_13351,Metazoa_7163,uk euk_17532,Metazoa_18385,Metazoa_28527,Alveolata_36800,Metazoa_8134,uk euk_32666,Metazoa_15286,stramenopiles_7098,Alveolata_11234,Metazoa_18791,Metazoa_16010,Metazoa_32149,uk euk_6428,Alveolata_12265,Metazoa_278,Rhizaria_8867,Metazoa_3958,Metazoa_17517,Metazoa_34622,Metazoa_26004,Metazoa_31304,Metazoa_5640,Metazoa_15194,stramenopiles_11389,Metazoa_17875,Metazoa_34715,uk euk_33018,stramenopiles_32790,Metazoa_1864,Rhizaria_14942,Metazoa_32306,stramenopiles_36500,Metazoa_5142,Metazoa_468,Metazoa_4981,Metazoa_10729,Metazoa_8343,uk euk_36104,Metazoa_588,Metazoa_13705,uk euk_28803,Metazoa_1992,Metazoa_34382,Rhizaria_1906,Amoebozoa_16223,Amoebozoa_29100,Metazoa_20127,Metazoa_20376,Metazoa_35871,Alveolata_3943,Metazoa_5309,Metazoa_30971,Metazoa_11954,Metazoa_34362,Metazoa_2635,Metazoa_6202,Alveolata_8359,Metazoa_2499,Metazoa_34454,Metazoa_27175,Rhizaria_26448,Rhizaria_35997,Metazoa_13989,Metazoa_4361,Metazoa_1587,Metazoa_16132,Metazoa_27555,Metazoa_33485,stramenopiles_36910,Metazoa_7703,Metazoa_6095,Metazoa_18592
C.1,control,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
C.2,control,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
C.3,control,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
